fam_id	annotation_id	annotation_fraction
392436	IPR005063	1
392437	IPR024775	0.5
392438	IPR021682	1
392439	IPR001650	1
392439	IPR011545	1
392439	IPR014001	1
392444	IPR025949	1
392445	IPR006442	0.5
392450	IPR013424	0.6
392455	IPR006104	1
392455	IPR008979	1
392460	IPR025920	1
392464	IPR006260	0.857142857142857
392465	IPR001387	1
392465	IPR010982	1
392467	IPR006127	1
392467	IPR006128	1
392467	IPR006129	1
392467	IPR022435	1
392469	IPR012344	0.5
392479	IPR000212	1
392479	IPR014016	1
392479	IPR014017	1
392479	IPR016195	1
392485	IPR025711	1
392486	IPR010093	0.333333333333333
392492	IPR011080	1
392492	IPR019931	1
392496	IPR006143	1
392503	IPR008523	1
392505	IPR007721	1
392505	IPR023750	1
392506	IPR000055	1
392507	IPR006710	1
392507	IPR007934	1
392507	IPR023296	1
392509	IPR002059	0.833333333333333
392509	IPR011129	0.833333333333333
392509	IPR012340	0.833333333333333
392509	IPR016027	0.833333333333333
392509	IPR019844	0.833333333333333
392510	IPR001633	1
392511	IPR002052	1
392513	IPR010843	1
392514	IPR010095	1
392518	IPR011723	1
392520	IPR002586	1
392523	IPR006442	0.5
392527	IPR003769	1
392527	IPR014719	1
392527	IPR022935	1
392530	IPR000943	1
392530	IPR007624	1
392530	IPR007627	1
392530	IPR007630	1
392530	IPR009042	0.5
392530	IPR011991	1
392530	IPR013324	1
392530	IPR013325	1
392530	IPR014284	1
392531	IPR015421	1
392531	IPR015424	1
392539	IPR004365	0.5
392539	IPR012340	0.5
392539	IPR016027	0.5
392541	IPR003439	0.111111111111111
392542	IPR000182	0.5
392542	IPR016181	0.5
392545	IPR003356	1
392547	IPR017894	1
392550	IPR010590	1
392552	IPR012550	1
392554	IPR001387	0.75
392554	IPR010982	0.75
392555	IPR003607	0.6
392555	IPR003660	0.2
392555	IPR006674	0.8
392557	IPR011490	1
392557	IPR014044	1
392559	IPR014015	1
392559	IPR015330	1
392563	IPR006726	0.5
392567	IPR001387	0.333333333333333
392567	IPR010982	0.333333333333333
392568	IPR011935	1
392573	IPR001048	1
392573	IPR001057	0.5
392573	IPR004636	1
392573	IPR004662	1
392573	IPR005814	1
392573	IPR015421	1
392573	IPR015422	1
392573	IPR015424	1
392573	IPR018247	0.5
392575	IPR001119	1
392575	IPR008930	1
392580	IPR009056	1
392586	IPR002583	1
392589	IPR001626	1
392592	IPR015412	0.5
392592	IPR016024	1
392594	IPR004984	1
392603	IPR011991	1
392604	IPR002071	0.5
392604	IPR006021	1
392604	IPR016071	1
392606	IPR002711	1
392606	IPR003615	1
392606	IPR025938	1
392614	IPR002102	0.5
392614	IPR008965	0.5
392621	IPR000845	1
392621	IPR010049	1
392621	IPR018017	1
392622	IPR001646	1
392623	IPR000209	1
392623	IPR007280	0.333333333333333
392623	IPR008979	1
392623	IPR015500	1
392623	IPR022398	0.666666666666667
392623	IPR023828	0.666666666666667
392625	IPR003615	0.5
392630	IPR006073	0.333333333333333
392632	IPR002151	0.285714285714286
392632	IPR011717	0.0714285714285714
392632	IPR011990	0.714285714285714
392632	IPR013026	0.214285714285714
392632	IPR019734	0.142857142857143
392633	IPR002686	1
392636	IPR011098	1
392636	IPR019931	0.75
392636	IPR019948	0.75
392638	IPR003385	1
392638	IPR013781	1
392638	IPR017853	1
392642	IPR001034	1
392642	IPR011991	1
392642	IPR013196	1
392644	IPR010617	1
392645	IPR006626	0.5
392645	IPR008397	1
392645	IPR008929	1
392645	IPR011050	1
392645	IPR012334	1
392646	IPR000111	0.75
392646	IPR002241	1
392646	IPR008979	0.5
392646	IPR013222	0.5
392646	IPR013780	1
392646	IPR013785	1
392646	IPR017853	1
392652	IPR006597	0.5
392652	IPR011990	0.5
392654	IPR014321	1
392658	IPR025285	1
392659	IPR006119	1
392661	IPR001497	0.5
392661	IPR011991	1
392661	IPR014048	1
392667	IPR000583	0.8
392667	IPR002489	0.8
392667	IPR002932	0.8
392667	IPR006982	0.8
392667	IPR013785	0.8
392667	IPR017896	0.2
392667	IPR017932	0.8
392668	IPR009560	0.5
392669	IPR010488	1
392674	IPR003852	1
392679	IPR009899	1
392689	IPR001387	1
392689	IPR010982	1
392693	IPR016181	0.5
392698	IPR006638	0.818181818181818
392698	IPR007197	0.909090909090909
392698	IPR013785	0.909090909090909
392702	IPR003594	1
392702	IPR005467	1
392702	IPR011102	1
392702	IPR011495	1
392702	IPR022066	1
392704	IPR001584	0.833333333333333
392704	IPR012337	0.833333333333333
392705	IPR007516	0.333333333333333
392705	IPR007525	1
392707	IPR002421	1
392707	IPR008918	1
392707	IPR020045	1
392707	IPR020046	1
392710	IPR013538	1
392710	IPR023393	1
392712	IPR000182	0.5
392712	IPR001242	0.5
392712	IPR009081	0.5
392712	IPR013624	0.5
392712	IPR014030	0.5
392712	IPR014031	0.5
392712	IPR016038	0.5
392712	IPR016039	0.5
392712	IPR016181	0.5
392712	IPR020806	0.5
392712	IPR020841	0.5
392713	IPR006977	1
392715	IPR013952	0.5
392715	IPR016040	1
392716	IPR011040	0.333333333333333
392716	IPR015943	0.666666666666667
392717	IPR000014	1
392717	IPR000700	0.5
392717	IPR001610	1
392717	IPR001789	1
392717	IPR003594	1
392717	IPR003661	1
392717	IPR004358	1
392717	IPR005467	1
392717	IPR008207	0.5
392717	IPR009082	1
392717	IPR011006	1
392719	IPR001623	1
392719	IPR021059	1
392721	IPR001684	0.833333333333333
392721	IPR018261	0.833333333333333
392722	IPR000417	1
392730	IPR023903	1
392738	IPR021739	1
392740	IPR003660	0.5
392740	IPR024478	0.5
392741	IPR005325	0.5
392742	IPR010106	1
392746	IPR021447	0.8
392749	IPR011009	1
392750	IPR004487	0.333333333333333
392750	IPR004491	0.333333333333333
392750	IPR013093	1
392750	IPR019489	1
392752	IPR004195	1
392759	IPR001434	0.916666666666667
392760	IPR001626	1
392762	IPR000014	1
392762	IPR000700	1
392762	IPR001610	1
392762	IPR003594	1
392762	IPR003660	1
392762	IPR003661	1
392762	IPR004358	1
392762	IPR005467	1
392762	IPR009082	1
392764	IPR000595	1
392764	IPR011991	0.5
392764	IPR014710	1
392764	IPR018490	1
392767	IPR011697	1
392767	IPR017926	1
392768	IPR003961	1
392768	IPR013783	1
392768	IPR022038	0.666666666666667
392769	IPR001296	1
392769	IPR004629	1
392771	IPR001623	1
392773	IPR001460	1
392773	IPR012338	1
392776	IPR021136	1
392777	IPR006123	1
392777	IPR006126	1
392777	IPR006173	1
392777	IPR006177	1
392777	IPR008992	1
392777	IPR013307	1
392777	IPR016091	1
392779	IPR001775	1
392779	IPR004846	1
392779	IPR005644	1
392779	IPR013356	1
392781	IPR025392	1
392787	IPR003439	1
392787	IPR003593	1
392787	IPR017871	0.6
392791	IPR003667	1
392791	IPR010968	1
392797	IPR022099	0.5
392803	IPR007817	1
392806	IPR017690	0.5
392807	IPR007337	1
392808	IPR007801	0.8
392808	IPR013022	0.8
392809	IPR021523	1
392811	IPR018076	0.5
392818	IPR001732	1
392818	IPR008927	1
392818	IPR013328	1
392818	IPR014026	1
392818	IPR016040	1
392818	IPR017476	1
392819	IPR000644	1
392823	IPR011237	1
392823	IPR011249	1
392824	IPR011055	1
392824	IPR016047	1
392827	IPR011047	0.666666666666667
392831	IPR001395	1
392831	IPR018170	0.5
392831	IPR023210	1
392834	IPR000838	0.4
392834	IPR007627	0.8
392834	IPR011991	0.6
392834	IPR013249	0.8
392834	IPR013324	0.8
392834	IPR013325	0.8
392834	IPR014284	0.8
392835	IPR011608	0.5
392838	IPR014054	1
392841	IPR005548	0.5
392841	IPR013685	0.5
392842	IPR011664	0.888888888888889
392844	IPR004255	0.5
392846	IPR002052	1
392850	IPR014044	1
392853	IPR012902	1
392858	IPR016196	1
392859	IPR013216	1
392861	IPR000160	1
392861	IPR001054	1
392861	IPR003660	0.6
392863	IPR000014	0.5
392863	IPR000160	0.5
392863	IPR000700	0.5
392863	IPR001054	0.5
392863	IPR001610	0.5
392863	IPR001633	0.5
392863	IPR003660	0.5
392864	IPR003251	0.5
392864	IPR009078	0.5
392864	IPR012347	0.5
392866	IPR006674	0.5
392867	IPR011701	1
392867	IPR016196	1
392867	IPR020846	1
392869	IPR006622	0.666666666666667
392869	IPR010693	0.666666666666667
392869	IPR018967	0.666666666666667
392870	IPR000863	0.5
392872	IPR018768	1
392877	IPR001650	0.222222222222222
392877	IPR002464	0.0740740740740741
392877	IPR006555	0.962962962962963
392877	IPR010614	0.259259259259259
392877	IPR011545	0.481481481481481
392877	IPR014001	0.666666666666667
392877	IPR014013	0.962962962962963
392878	IPR002053	1
392878	IPR008270	1
392878	IPR012854	1
392878	IPR013781	1
392878	IPR017853	1
392878	IPR018077	1
392878	IPR021731	1
392880	IPR025966	1
392881	IPR002559	0.25
392884	IPR007476	1
392884	IPR018541	1
392887	IPR002071	0.5
392887	IPR004026	1
392887	IPR006021	1
392887	IPR016071	1
392888	IPR000259	1
392888	IPR008966	1
392892	IPR008965	1
392892	IPR025883	1
392893	IPR008621	1
392895	IPR000413	0.5
392895	IPR003961	0.5
392895	IPR013517	1
392895	IPR013519	1
392899	IPR003669	1
392903	IPR013126	0.5
392903	IPR018181	0.5
392905	IPR009734	1
392907	IPR000253	1
392907	IPR001482	1
392907	IPR008984	1
392909	IPR005171	0.666666666666667
392910	IPR000795	1
392910	IPR004160	1
392910	IPR009001	1
392911	IPR013378	1
392913	IPR018711	0.9
392914	IPR006829	0.875
392915	IPR011991	1
392916	IPR003593	1
392916	IPR025662	0.5
392918	IPR001387	0.5
392918	IPR010982	0.5
392922	IPR007812	1
392922	IPR025691	1
392923	IPR000014	1
392923	IPR000160	1
392923	IPR000700	1
392923	IPR001054	1
392923	IPR001610	0.5
392923	IPR013655	1
392931	IPR004603	1
392931	IPR011335	1
392933	IPR001789	0.5
392933	IPR011006	0.5
392940	IPR002901	1
392940	IPR007921	1
392941	IPR006156	1
392941	IPR006157	1
392943	IPR000649	1
392943	IPR005251	1
392944	IPR002734	1
392944	IPR016193	0.333333333333333
392944	IPR024072	1
392945	IPR014729	1
392948	IPR012933	0.5
392948	IPR015146	0.5
392950	IPR019504	1
392951	IPR009061	0.5
392951	IPR010260	1
392952	IPR001457	0.666666666666667
392957	IPR013113	0.666666666666667
392958	IPR007318	0.5
392959	IPR002931	0.666666666666667
392959	IPR018337	0.333333333333333
392963	IPR008312	0.5
392965	IPR005184	1
392967	IPR003834	1
392972	IPR002482	1
392972	IPR018392	1
392976	IPR001207	0.333333333333333
392982	IPR005063	1
392987	IPR000330	1
392987	IPR001650	1
392987	IPR002296	1
392987	IPR014001	1
392988	IPR020103	1
392992	IPR024414	1
392993	IPR000014	1
392993	IPR000160	1
392993	IPR001054	1
392993	IPR001633	1
392993	IPR007892	1
392993	IPR013655	1
392995	IPR017946	0.5
392998	IPR000385	0.5
392998	IPR006158	1
392998	IPR006638	1
392998	IPR007197	1
392998	IPR023404	1
393003	IPR006442	1
393009	IPR001227	1
393009	IPR004136	1
393009	IPR004410	1
393009	IPR013785	1
393009	IPR014043	1
393009	IPR014179	1
393009	IPR016035	1
393009	IPR016036	1
393009	IPR020801	1
393010	IPR007346	1
393019	IPR003856	0.5
393022	IPR021844	1
393025	IPR025736	1
393030	IPR005183	0.5
393030	IPR012347	0.5
393033	IPR000601	0.5
393033	IPR001223	1
393033	IPR001579	0.5
393033	IPR002859	0.5
393033	IPR003610	1
393033	IPR011583	1
393033	IPR013781	1
393033	IPR017853	1
393034	IPR003171	0.5
393038	IPR025048	1
393042	IPR010290	0.5
393042	IPR016196	0.5
393042	IPR018094	0.5
393042	IPR018095	0.5
393044	IPR011717	0.333333333333333
393044	IPR011990	1
393044	IPR013026	0.333333333333333
393046	IPR002477	0.666666666666667
393053	IPR025359	1
393054	IPR003593	1
393054	IPR003959	1
393055	IPR000014	1
393055	IPR000700	1
393055	IPR001610	1
393055	IPR003594	1
393055	IPR003661	1
393055	IPR004358	1
393055	IPR005467	1
393055	IPR009082	1
393055	IPR013655	1
393056	IPR024450	1
393060	IPR003305	0.0909090909090909
393060	IPR008979	0.0909090909090909
393060	IPR013781	0.727272727272727
393060	IPR017853	0.909090909090909
393062	IPR011105	1
393063	IPR011761	1
393063	IPR013815	1
393063	IPR013816	1
393063	IPR016185	1
393064	IPR001543	1
393067	IPR018306	1
393067	IPR025280	1
393068	IPR001260	1
393068	IPR018375	1
393069	IPR009845	1
393073	IPR009009	1
393073	IPR012997	1
393076	IPR025421	1
393077	IPR006311	0.0416666666666667
393077	IPR008902	0.875
393077	IPR008928	0.875
393077	IPR008979	0.125
393077	IPR013737	0.875
393077	IPR013783	0.0833333333333333
393077	IPR016007	0.625
393078	IPR002477	1
393078	IPR010488	1
393080	IPR017896	1
393080	IPR017900	1
393081	IPR000182	1
393081	IPR016181	1
393084	IPR025857	1
393089	IPR003446	0.2
393091	IPR009057	1
393091	IPR018060	1
393092	IPR006685	1
393092	IPR010920	0.5
393093	IPR010935	1
393095	IPR004129	1
393095	IPR017946	1
393099	IPR000498	0.166666666666667
393099	IPR002126	0.333333333333333
393099	IPR006644	0.5
393099	IPR006664	0.166666666666667
393099	IPR006665	0.166666666666667
393099	IPR008009	0.5
393099	IPR010221	0.166666666666667
393099	IPR011250	0.833333333333333
393099	IPR013783	0.5
393099	IPR015919	0.666666666666667
393099	IPR022038	0.333333333333333
393101	IPR016196	1
393104	IPR008985	1
393104	IPR013320	1
393105	IPR011991	0.5
393107	IPR009056	1
393110	IPR001148	1
393110	IPR023561	1
393111	IPR002932	1
393111	IPR013785	1
393114	IPR005546	1
393115	IPR001804	1
393115	IPR024084	1
393119	IPR002765	1
393120	IPR001109	0.5
393121	IPR006685	1
393121	IPR010920	1
393121	IPR011014	1
393122	IPR004846	1
393124	IPR000086	1
393124	IPR015797	1
393124	IPR020084	1
393124	IPR020476	1
393124	IPR022927	1
393127	IPR010064	0.6
393130	IPR013424	0.5
393131	IPR006685	1
393131	IPR010920	1
393131	IPR011014	1
393131	IPR011066	1
393134	IPR000157	0.25
393134	IPR001632	0.125
393134	IPR001680	1
393134	IPR011042	0.125
393134	IPR011047	0.375
393134	IPR011659	0.25
393134	IPR015943	1
393134	IPR017986	0.875
393134	IPR019775	0.875
393134	IPR020472	0.875
393135	IPR018631	1
393136	IPR009057	1
393136	IPR018060	1
393136	IPR018062	0.5
393136	IPR020449	1
393137	IPR018720	1
393139	IPR001227	1
393139	IPR016035	1
393142	IPR002611	1
393143	IPR021199	0.75
393143	IPR022466	0.75
393144	IPR007085	1
393145	IPR001364	0.5
393145	IPR013829	0.5
393146	IPR007627	1
393146	IPR013249	1
393146	IPR013324	1
393146	IPR013325	1
393146	IPR014284	1
393149	IPR003790	1
393149	IPR012854	1
393149	IPR013781	0.333333333333333
393149	IPR013785	0.333333333333333
393149	IPR017853	1
393150	IPR001322	1
393152	IPR002477	1
393152	IPR002502	1
393153	IPR010090	1
393155	IPR007627	1
393155	IPR011991	1
393155	IPR013249	1
393155	IPR013324	1
393155	IPR013325	1
393155	IPR014284	1
393160	IPR011990	1
393160	IPR013026	1
393160	IPR013105	1
393160	IPR017481	1
393160	IPR019734	1
393162	IPR000531	1
393163	IPR022781	1
393168	IPR016621	1
393173	IPR005122	1
393173	IPR005273	1
393173	IPR025404	0.777777777777778
393175	IPR001789	1
393175	IPR008207	1
393175	IPR011006	1
393180	IPR025234	1
393183	IPR015422	1
393183	IPR015424	1
393184	IPR011042	1
393184	IPR013431	1
393185	IPR024760	1
393186	IPR015943	0.333333333333333
393187	IPR016878	1
393190	IPR008523	1
393192	IPR000064	1
393192	IPR023346	1
393193	IPR000462	1
393193	IPR004533	1
393194	IPR003661	0.5
393194	IPR009082	0.5
393195	IPR002198	0.888888888888889
393195	IPR002347	0.888888888888889
393195	IPR016040	0.888888888888889
393195	IPR020904	0.777777777777778
393201	IPR000064	1
393204	IPR009081	1
393205	IPR002744	1
393205	IPR014291	0.75
393206	IPR006311	0.666666666666667
393208	IPR002186	1
393208	IPR010916	1
393209	IPR000772	1
393213	IPR011990	1
393213	IPR013026	1
393216	IPR000169	1
393216	IPR000668	1
393216	IPR003961	1
393216	IPR013128	1
393216	IPR013783	1
393216	IPR025660	1
393217	IPR013783	1
393218	IPR000873	1
393218	IPR001242	0.5
393218	IPR006162	1
393218	IPR009081	1
393218	IPR010071	1
393218	IPR013217	0.5
393218	IPR020806	1
393218	IPR020845	1
393221	IPR008822	0.5
393223	IPR000836	0.666666666666667
393223	IPR005946	0.333333333333333
393224	IPR002694	1
393224	IPR007936	1
393227	IPR002528	1
393230	IPR011009	1
393233	IPR001623	1
393233	IPR003095	1
393234	IPR002862	1
393239	IPR002543	0.666666666666667
393239	IPR025199	1
393244	IPR002198	0.333333333333333
393244	IPR002347	0.333333333333333
393244	IPR004820	0.666666666666667
393244	IPR004821	0.666666666666667
393244	IPR014729	0.666666666666667
393244	IPR016040	0.666666666666667
393245	IPR005656	0.5
393248	IPR002502	1
393250	IPR000014	0.333333333333333
393251	IPR005102	1
393251	IPR013783	1
393254	IPR009057	1
393254	IPR018060	1
393256	IPR013011	1
393259	IPR000531	1
393259	IPR010917	1
393261	IPR015396	1
393262	IPR013216	1
393267	IPR007324	1
393268	IPR001753	0.2
393268	IPR018376	0.2
393269	IPR002577	1
393269	IPR011991	1
393271	IPR010282	1
393271	IPR011051	1
393272	IPR005025	1
393272	IPR008254	1
393280	IPR001678	1
393280	IPR004573	0.333333333333333
393280	IPR006027	1
393280	IPR018314	0.666666666666667
393280	IPR023267	1
393281	IPR000385	1
393281	IPR003586	1
393281	IPR003587	1
393281	IPR004042	1
393281	IPR006141	1
393281	IPR006142	1
393281	IPR007197	1
393281	IPR007869	0.5
393286	IPR000281	1
393286	IPR009057	1
393286	IPR011991	1
393291	IPR018913	1
393295	IPR008160	0.95
393295	IPR008983	0.5
393297	IPR001949	1
393297	IPR011538	1
393297	IPR019554	1
393297	IPR019575	1
393303	IPR002871	1
393303	IPR011341	1
393305	IPR006652	1
393305	IPR009880	1
393305	IPR011043	1
393305	IPR013783	1
393305	IPR014756	1
393305	IPR015202	1
393305	IPR015916	1
393305	IPR018466	0.4
393308	IPR025328	1
393313	IPR000897	1
393313	IPR003593	1
393313	IPR004390	1
393313	IPR013822	1
393315	IPR000209	0.5
393315	IPR023828	0.5
393320	IPR005502	1
393322	IPR001750	1
393327	IPR019931	1
393327	IPR019948	1
393328	IPR003961	1
393328	IPR013783	1
393330	IPR025116	1
393331	IPR012865	0.333333333333333
393333	IPR000194	1
393333	IPR003593	1
393333	IPR004665	1
393333	IPR011112	1
393333	IPR011113	1
393333	IPR011129	1
393333	IPR012340	1
393333	IPR016027	1
393338	IPR011991	1
393338	IPR016032	1
393339	IPR000772	1
393340	IPR003343	1
393340	IPR008964	1
393341	IPR006638	1
393341	IPR007197	1
393341	IPR023404	1
393349	IPR008640	1
393351	IPR001005	1
393351	IPR009057	1
393351	IPR017877	1
393351	IPR017930	0.5
393362	IPR002903	1
393362	IPR023397	1
393363	IPR011944	0.5
393365	IPR023223	0.5
393366	IPR008687	1
393367	IPR025139	1
393373	IPR003583	0.5
393373	IPR004509	0.5
393373	IPR010994	0.5
393379	IPR002931	0.333333333333333
393379	IPR018337	1
393381	IPR010095	0.5
393382	IPR000340	0.25
393385	IPR021696	1
393387	IPR000623	1
393387	IPR006001	0.5
393388	IPR002901	0.666666666666667
393388	IPR007921	0.666666666666667
393388	IPR013338	0.666666666666667
393389	IPR003779	1
393393	IPR012307	0.666666666666667
393393	IPR013022	1
393396	IPR024399	1
393399	IPR002201	1
393399	IPR006543	1
393399	IPR006549	1
393399	IPR011910	1
393399	IPR023214	1
393400	IPR002525	1
393401	IPR000582	1
393401	IPR014352	1
393402	IPR025855	0.666666666666667
393404	IPR022749	1
393406	IPR018750	1
393407	IPR003708	1
393410	IPR003997	1
393410	IPR006143	1
393412	IPR025377	0.8
393414	IPR003593	1
393414	IPR004487	1
393414	IPR013093	1
393414	IPR019489	1
393416	IPR001940	1
393416	IPR009003	1
393416	IPR012854	1
393418	IPR006311	1
393418	IPR011004	1
393419	IPR024983	0.5
393420	IPR002500	1
393420	IPR014729	1
393427	IPR013830	1
393427	IPR013831	1
393431	IPR006158	1
393431	IPR006638	1
393431	IPR007197	1
393431	IPR023404	1
393433	IPR013785	0.333333333333333
393435	IPR005170	1
393435	IPR006037	1
393435	IPR016166	1
393435	IPR016169	1
393436	IPR001054	1
393437	IPR009086	1
393437	IPR020038	1
393439	IPR002022	0.75
393439	IPR003961	0.25
393439	IPR006311	1
393439	IPR009784	0.25
393439	IPR011050	1
393439	IPR012334	1
393439	IPR013783	0.25
393442	IPR006342	1
393450	IPR001940	1
393450	IPR009003	1
393451	IPR000064	1
393451	IPR002482	1
393451	IPR018392	1
393454	IPR006829	1
393455	IPR000595	0.5
393455	IPR001808	0.5
393455	IPR011991	1
393455	IPR012318	0.5
393455	IPR014710	1
393455	IPR018490	1
393457	IPR004010	1
393457	IPR004089	1
393458	IPR007047	1
393459	IPR000126	1
393459	IPR001254	0.5
393459	IPR008256	1
393459	IPR009003	1
393460	IPR026001	0.5
393461	IPR004026	0.666666666666667
393469	IPR000182	0.5
393469	IPR016181	0.5
393473	IPR004899	1
393473	IPR005546	0.25
393473	IPR006315	1
393473	IPR006626	0.5
393473	IPR011050	1
393473	IPR012332	1
393478	IPR005594	0.444444444444444
393478	IPR008635	0.777777777777778
393481	IPR011642	1
393484	IPR000695	0.5
393484	IPR001757	1
393484	IPR005834	1
393484	IPR023214	1
393484	IPR023298	0.5
393485	IPR001806	0.111111111111111
393485	IPR003373	0.555555555555556
393485	IPR005225	1
393485	IPR006073	0.555555555555556
393485	IPR011619	1
393485	IPR011640	1
393485	IPR011642	1
393487	IPR003343	1
393487	IPR008964	1
393489	IPR003367	1
393489	IPR011040	0.5
393489	IPR017897	1
393490	IPR022791	1
393492	IPR003812	1
393492	IPR025758	1
393493	IPR016040	1
393495	IPR000890	1
393497	IPR001254	0.666666666666667
393497	IPR001316	1
393497	IPR009003	1
393497	IPR018114	0.333333333333333
393498	IPR022437	0.5
393508	IPR011991	0.5
393508	IPR021880	1
393509	IPR000835	1
393509	IPR011991	1
393512	IPR004709	0.5
393512	IPR006153	0.5
393512	IPR018422	0.5
393514	IPR005909	1
393514	IPR006638	1
393514	IPR007197	1
393514	IPR023404	1
393515	IPR012854	0.5
393516	IPR013114	1
393519	IPR007530	1
393520	IPR002545	0.837209302325581
393520	IPR003594	0.837209302325581
393520	IPR004105	0.837209302325581
393520	IPR004358	0.837209302325581
393520	IPR005467	0.837209302325581
393520	IPR008207	0.837209302325581
393520	IPR009082	0.813953488372093
393520	IPR010808	0.372093023255814
393524	IPR000719	0.5
393524	IPR002290	0.5
393524	IPR008271	0.5
393524	IPR011009	0.5
393524	IPR017441	0.5
393525	IPR003593	0.5
393525	IPR011704	1
393526	IPR000601	0.5
393526	IPR006665	0.5
393526	IPR007110	0.25
393526	IPR011250	0.5
393528	IPR006070	1
393528	IPR017945	1
393533	IPR011038	1
393533	IPR015231	1
393534	IPR002876	1
393534	IPR017856	1
393536	IPR006442	0.5
393537	IPR001789	1
393537	IPR003594	1
393537	IPR003661	1
393537	IPR004010	1
393537	IPR004358	1
393537	IPR005467	1
393537	IPR008207	1
393537	IPR009082	1
393537	IPR011006	1
393538	IPR001646	0.2
393538	IPR025725	1
393538	IPR025726	1
393541	IPR007795	1
393543	IPR005053	1
393550	IPR001789	0.75
393550	IPR002145	0.5
393550	IPR011006	0.75
393550	IPR013321	0.25
393555	IPR000994	1
393558	IPR011009	1
393558	IPR018934	1
393561	IPR000782	0.4
393562	IPR012892	1
393563	IPR006343	1
393565	IPR000531	0.5
393571	IPR018649	1
393573	IPR002104	1
393573	IPR011010	1
393573	IPR013762	1
393575	IPR001451	0.5
393575	IPR011004	1
393577	IPR021139	1
393579	IPR000515	0.5
393580	IPR005311	1
393581	IPR011990	1
393581	IPR013026	1
393584	IPR006342	1
393586	IPR019635	1
393587	IPR007111	0.2
393588	IPR018841	1
393595	IPR011701	1
393595	IPR016196	1
393596	IPR009362	1
393597	IPR011701	1
393597	IPR016196	1
393597	IPR020846	1
393598	IPR001584	0.5
393598	IPR012337	1
393601	IPR003343	1
393601	IPR008964	1
393601	IPR011042	0.25
393601	IPR011044	0.5
393603	IPR003772	0.666666666666667
393604	IPR003029	1
393604	IPR004659	1
393604	IPR012340	1
393604	IPR016027	1
393604	IPR019307	1
393604	IPR021968	1
393604	IPR022967	1
393607	IPR001584	1
393607	IPR012337	1
393607	IPR017894	1
393611	IPR004311	1
393611	IPR005546	1
393612	IPR025948	0.5
393613	IPR022603	1
393613	IPR024079	1
393614	IPR001764	1
393614	IPR017853	1
393617	IPR013574	1
393621	IPR015315	1
393623	IPR011335	0.5
393623	IPR011856	0.5
393624	IPR000631	1
393624	IPR017953	1
393627	IPR011040	1
393627	IPR018337	1
393628	IPR011051	1
393628	IPR013096	1
393628	IPR014710	1
393629	IPR013094	1
393636	IPR001977	0.5
393638	IPR000668	0.333333333333333
393638	IPR003961	0.333333333333333
393638	IPR006626	0.333333333333333
393638	IPR007742	0.333333333333333
393638	IPR011050	0.333333333333333
393638	IPR012334	0.333333333333333
393638	IPR013783	0.333333333333333
393638	IPR017474	0.333333333333333
393638	IPR022441	0.333333333333333
393642	IPR016196	1
393643	IPR001087	0.333333333333333
393643	IPR013830	1
393643	IPR013831	1
393644	IPR000551	1
393644	IPR006118	1
393644	IPR009061	1
393644	IPR010093	1
393649	IPR022749	1
393653	IPR011990	1
393653	IPR013026	1
393654	IPR010664	1
393655	IPR002052	1
393655	IPR002296	1
393655	IPR011639	1
393657	IPR005538	1
393660	IPR011335	0.142857142857143
393660	IPR011856	0.142857142857143
393660	IPR025420	1
393661	IPR003961	1
393661	IPR011050	1
393661	IPR013783	1
393663	IPR011050	1
393665	IPR002491	1
393666	IPR010985	1
393666	IPR013321	1
393667	IPR006949	1
393667	IPR014507	0.833333333333333
393669	IPR003779	1
393672	IPR008565	0.333333333333333
393672	IPR018537	1
393672	IPR023346	1
393674	IPR002695	1
393674	IPR016193	1
393674	IPR024051	1
393680	IPR001279	1
393682	IPR002104	1
393682	IPR011010	1
393682	IPR013762	1
393688	IPR000914	1
393689	IPR001867	0.333333333333333
393689	IPR005158	0.666666666666667
393689	IPR011990	0.666666666666667
393689	IPR011991	0.333333333333333
393689	IPR016032	0.333333333333333
393693	IPR014729	0.5
393700	IPR005494	1
393700	IPR016185	1
393704	IPR013830	1
393704	IPR013831	1
393706	IPR003594	1
393706	IPR003660	1
393706	IPR010910	1
393706	IPR013587	1
393708	IPR000194	1
393708	IPR003593	1
393708	IPR004665	1
393708	IPR011112	1
393708	IPR011113	1
393708	IPR012340	1
393708	IPR016027	1
393710	IPR022395	1
393710	IPR022435	1
393711	IPR021070	1
393719	IPR010488	1
393722	IPR000601	1
393722	IPR008985	1
393722	IPR011041	1
393722	IPR011042	1
393722	IPR012938	1
393722	IPR013320	1
393722	IPR013783	0.5
393722	IPR022409	1
393722	IPR025592	1
393723	IPR007047	1
393724	IPR006311	0.5
393726	IPR019931	1
393727	IPR014944	1
393728	IPR013815	0.25
393729	IPR000583	0.5
393729	IPR017932	0.5
393732	IPR001440	0.5
393732	IPR003675	1
393732	IPR011990	1
393732	IPR013026	1
393732	IPR019734	1
393733	IPR010290	0.5
393733	IPR016196	0.5
393733	IPR022324	0.5
393734	IPR000023	1
393734	IPR013981	1
393735	IPR011990	1
393735	IPR025511	0.5
393737	IPR009057	0.5
393738	IPR009078	1
393738	IPR012347	1
393738	IPR019243	1
393741	IPR025241	1
393744	IPR010461	1
393745	IPR002052	1
393745	IPR002296	1
393745	IPR003356	1
393745	IPR022749	1
393748	IPR014729	0.166666666666667
