fam_id	num_nonAnnot	num_annotations	total_fam_members	proportion_nonAnnot
379453	0	2	2	0
379454	2	0	2	1
379455	2	0	2	1
379456	2	0	2	1
379457	2	0	2	1
379458	0	16	6	0
379459	5	0	5	1
379460	3	0	3	1
379461	2	0	2	1
379462	0	4	2	0
379463	2	0	2	1
379464	2	0	2	1
379465	4	0	4	1
379466	4	0	4	1
379467	0	6	2	0
379468	2	0	2	1
379469	3	0	3	1
379470	2	0	2	1
379471	2	0	2	1
379472	2	0	2	1
379473	2	0	2	1
379474	0	2	2	0
379475	5	0	5	1
379476	2	0	2	1
379477	2	0	2	1
379478	2	0	2	1
379479	2	0	2	1
379480	5	0	5	1
379481	5	0	5	1
379482	0	2	2	0
379483	0	6	2	0
379484	1	3	2	0.5
379485	2	0	2	1
379486	1	0	1	1
379487	0	2	2	0
379488	1	5	2	0.5
379489	4	0	4	1
379490	0	2	2	0
379491	2	0	2	1
379492	2	0	2	1
379493	2	0	2	1
379494	0	6	2	0
379495	0	4	2	0
379496	2	0	2	1
379497	2	0	2	1
379498	0	3	2	0
379499	0	10	2	0
379500	2	0	2	1
379501	2	0	2	1
379502	2	0	2	1
379503	2	0	2	1
379504	2	0	2	1
379505	2	0	2	1
379506	4	0	4	1
379507	3	0	3	1
379508	0	3	3	0
379509	2	0	2	1
379510	5	0	5	1
379511	2	0	2	1
379512	0	7	3	0
379513	2	0	2	1
379514	0	3	3	0
379515	2	0	2	1
379516	0	2	2	0
379517	2	0	2	1
379518	2	0	2	1
379519	0	4	2	0
379520	2	1	3	0.666666666666667
379521	2	0	2	1
379522	2	0	2	1
379523	2	0	2	1
379524	2	0	2	1
379525	0	2	2	0
379526	2	0	2	1
379527	0	9	3	0
379528	3	0	3	1
379529	2	0	2	1
379530	3	0	3	1
379531	2	0	2	1
379532	5	0	5	1
379533	4	0	4	1
379534	2	0	2	1
379535	0	14	2	0
379536	2	0	2	1
379537	1	1	2	0.5
379538	2	0	2	1
379539	0	8	4	0
379540	1	1	2	0.5
379541	2	0	2	1
379542	2	0	2	1
379543	4	0	4	1
379544	0	4	2	0
379545	12	0	12	1
379546	6	0	6	1
379547	0	18	3	0
379548	2	0	2	1
379549	2	0	2	1
379550	1	1	2	0.5
379551	2	0	2	1
379552	2	12	7	0.285714285714286
379553	2	0	2	1
379554	3	0	3	1
379555	0	8	4	0
379556	3	0	3	1
379557	2	0	2	1
379558	0	5	4	0
379559	2	0	2	1
379560	0	2	2	0
379561	1	3	2	0.5
379562	2	0	2	1
379563	0	6	2	0
379564	0	18	3	0
379565	2	0	2	1
379566	2	0	2	1
379567	2	0	2	1
379568	0	12	3	0
379569	2	0	2	1
379570	0	2	2	0
379571	0	2	2	0
379572	3	0	3	1
379573	4	0	4	1
379574	5	0	5	1
379575	2	0	2	1
379576	0	18	2	0
379577	3	0	3	1
379578	2	0	2	1
379579	2	0	2	1
379580	3	0	3	1
379581	0	2	2	0
379582	3	0	3	1
379583	0	12	2	0
379584	3	0	3	1
379585	1	1	2	0.5
379586	0	2	2	0
379587	2	0	2	1
379588	2	7	8	0.25
379589	2	0	2	1
379590	0	2	2	0
379591	2	0	2	1
379592	0	2	2	0
379593	2	0	2	1
379594	2	0	2	1
379595	2	0	2	1
379596	2	0	2	1
379597	2	0	2	1
379598	0	3	1	0
379599	3	0	3	1
379600	0	2	2	0
379601	2	0	2	1
379602	0	15	3	0
379603	2	0	2	1
379604	2	0	2	1
379605	3	0	3	1
379606	2	0	2	1
379607	3	0	3	1
379608	0	5	2	0
379609	0	17	3	0
379610	3	0	3	1
379611	2	0	2	1
379612	3	0	3	1
379613	3	0	3	1
379614	3	0	3	1
379615	291	0	291	1
379616	2	0	2	1
379617	0	2	2	0
379618	2	0	2	1
379619	0	3	3	0
379620	0	3	3	0
379621	0	2	2	0
379622	2	0	2	1
379623	2	0	2	1
379624	2	0	2	1
379625	2	0	2	1
379626	2	0	2	1
379627	0	6	2	0
379628	0	5	2	0
379629	2	0	2	1
379630	0	8	2	0
379631	2	0	2	1
379632	0	7	3	0
379633	2	0	2	1
379634	0	7	5	0
379635	2	0	2	1
379636	0	2	2	0
379637	2	0	2	1
379638	0	3	3	0
379639	0	6	2	0
379640	3	0	3	1
379641	2	0	2	1
379642	3	0	3	1
379643	6	0	6	1
379644	2	0	2	1
379645	0	2	2	0
379646	3	0	3	1
379647	2	0	2	1
379648	2	0	2	1
379649	0	2	2	0
379650	0	33	16	0
379651	2	0	2	1
379652	4	0	4	1
379653	2	0	2	1
379654	2	0	2	1
379655	2	0	2	1
379656	3	0	3	1
379657	0	10	3	0
379658	2	0	2	1
379659	2	0	2	1
379660	2	0	2	1
379661	0	8	2	0
379662	0	5	2	0
379663	2	0	2	1
379664	0	6	2	0
379665	1	2	3	0.333333333333333
379666	0	4	2	0
379667	2	0	2	1
379668	0	91	20	0
379669	2	0	2	1
379670	0	4	4	0
379671	2	0	2	1
379672	0	13	2	0
379673	1	1	2	0.5
379674	2	0	2	1
379675	0	4	2	0
379676	3	0	3	1
379677	0	2	2	0
379678	2	0	2	1
379679	2	0	2	1
379680	2	0	2	1
379681	0	2	2	0
379682	0	3	2	0
379683	2	0	2	1
379684	0	3	3	0
379685	0	8	3	0
379686	2	0	2	1
379687	0	52	13	0
379688	2	0	2	1
379689	2	0	2	1
379690	0	4	2	0
379691	2	0	2	1
379692	0	4	4	0
379693	4	0	4	1
379694	2	0	2	1
379695	2	0	2	1
379696	0	4	2	0
379697	2	0	2	1
379698	0	2	2	0
379699	1	43	8	0.125
379700	2	0	2	1
379701	2	0	2	1
379702	2	0	2	1
379703	2	0	2	1
379704	3	0	3	1
379705	3	0	3	1
379706	1	1	2	0.5
379707	2	0	2	1
379708	0	4	2	0
379709	0	3	2	0
379710	2	0	2	1
379711	3	0	3	1
379712	2	0	2	1
379713	2	0	2	1
379714	2	2	4	0.5
379715	0	4	2	0
379716	2	0	2	1
379717	4	0	4	1
379718	0	2	2	0
379719	2	0	2	1
379720	2	0	2	1
379721	2	0	2	1
379722	7	0	7	1
379723	2	1	3	0.666666666666667
379724	0	2	2	0
379725	2	0	2	1
379726	2	0	2	1
379727	2	0	2	1
379728	0	2	2	0
379729	0	2	2	0
379730	2	0	2	1
379731	3	0	3	1
379732	2	0	2	1
379733	3	0	3	1
379734	3	0	3	1
379735	3	0	3	1
379736	2	0	2	1
379737	0	8	2	0
379738	2	0	2	1
379739	0	6	2	0
379740	2	0	2	1
379741	0	4	2	0
379742	3	0	3	1
379743	2	0	2	1
379744	2	0	2	1
379745	3	0	3	1
379746	2	0	2	1
379747	2	0	2	1
379748	2	0	2	1
379749	0	4	4	0
379750	0	2	2	0
379751	6	0	6	1
379752	0	4	2	0
379753	2	0	2	1
379754	2	0	2	1
379755	2	0	2	1
379756	2	0	2	1
379757	1	1	2	0.5
379758	0	54	11	0
379759	0	3	3	0
379760	6	0	6	1
379761	2	0	2	1
379762	2	0	2	1
379763	2	0	2	1
379764	0	3	3	0
379765	0	12	4	0
379766	3	0	3	1
379767	2	0	2	1
379768	2	0	2	1
379769	2	0	2	1
379770	0	2	2	0
379771	1	3	4	0.25
379772	2	0	2	1
379773	3	0	3	1
379774	2	0	2	1
379775	0	5	5	0
379776	1	1	2	0.5
379777	2	0	2	1
379778	1	1	2	0.5
379779	2	0	2	1
379780	6	0	6	1
379781	2	0	2	1
379782	0	15	6	0
379783	4	0	4	1
379784	0	8	2	0
379785	2	0	2	1
379786	0	2	2	0
379787	2	0	2	1
379788	2	7	9	0.222222222222222
379789	2	0	2	1
379790	2	0	2	1
379791	3	0	3	1
379792	13	0	13	1
379793	3	0	3	1
379794	2	0	2	1
379795	2	0	2	1
379796	2	0	2	1
379797	2	1	3	0.666666666666667
379798	2	0	2	1
379799	0	5	2	0
379800	3	0	3	1
379801	1	1	2	0.5
379802	2	0	2	1
379803	2	0	2	1
379804	2	0	2	1
379805	1	1	2	0.5
379806	2	0	2	1
379807	2	0	2	1
379808	0	7	2	0
379809	0	2	2	0
379810	2	0	2	1
379811	2	0	2	1
379812	2	0	2	1
379813	1	1	2	0.5
379814	6	0	6	1
379815	3	0	3	1
379816	0	2	2	0
379817	2	12	8	0.25
379818	0	6	2	0
379819	0	4	2	0
379820	0	34	9	0
379821	0	3	3	0
379822	2	0	2	1
379823	2	0	2	1
379824	9	0	9	1
379825	4	0	4	1
379826	2	0	2	1
379827	4	0	4	1
379828	0	3	3	0
379829	2	0	2	1
379830	4	0	4	1
379831	2	0	2	1
379832	3	0	3	1
379833	0	15	5	0
379834	2	0	2	1
379835	2	0	2	1
379836	1	12	5	0.2
379837	4	0	4	1
379838	2	0	2	1
379839	0	6	6	0
379840	2	0	2	1
379841	3	0	3	1
379842	3	0	3	1
379843	1	75	55	0.0181818181818182
379844	2	0	2	1
379845	2	0	2	1
379846	2	0	2	1
379847	0	7	4	0
379848	2	0	2	1
379849	0	15	3	0
379850	2	0	2	1
379851	0	4	4	0
379852	0	4	2	0
379853	4	0	4	1
379854	3	0	3	1
379855	3	0	3	1
379856	0	6	2	0
379857	0	6	2	0
379858	0	4	2	0
379859	2	0	2	1
379860	0	3	3	0
379861	1	2	2	0.5
379862	2	0	2	1
379863	2	0	2	1
379864	1	1	2	0.5
379865	0	4	2	0
379866	0	10	2	0
379867	1	1	2	0.5
379868	1	1	2	0.5
379869	0	2	2	0
379870	2	0	2	1
379871	0	5	3	0
379872	1	1	2	0.5
379873	0	4	2	0
379874	0	4	2	0
379875	0	2	2	0
379876	2	0	2	1
379877	0	10	5	0
379878	3	0	3	1
379879	2	0	2	1
379880	2	0	2	1
379881	0	4	2	0
379882	2	0	2	1
379883	0	2	2	0
379884	2	0	2	1
379885	0	6	2	0
379886	2	0	2	1
379887	2	0	2	1
379888	1	1	2	0.5
379889	2	0	2	1
379890	0	6	3	0
379891	2	0	2	1
379892	2	0	2	1
379893	0	2	2	0
379894	0	9	9	0
379895	0	4	4	0
379896	2	0	2	1
379897	0	3	1	0
379898	2	0	2	1
379899	1	1	2	0.5
379900	2	0	2	1
379901	0	2	2	0
379902	2	0	2	1
379903	4	0	4	1
379904	0	2	2	0
379905	8	0	8	1
379906	2	0	2	1
379907	1	3	4	0.25
379908	2	0	2	1
379909	2	0	2	1
379910	0	4	4	0
379911	1	1	2	0.5
379912	2	0	2	1
379913	0	10	2	0
379914	3	0	3	1
379915	2	0	2	1
379916	2	0	2	1
379917	0	7	4	0
379918	2	0	2	1
379919	2	0	2	1
379920	0	2	2	0
379921	1	3	2	0.5
379922	0	4	2	0
379923	2	0	2	1
379924	8	0	8	1
379925	3	1	4	0.75
379926	2	0	2	1
379927	2	0	2	1
379928	2	0	2	1
379929	2	0	2	1
379930	0	4	2	0
379931	2	0	2	1
379932	0	2	2	0
379933	5	0	5	1
379934	2	0	2	1
379935	2	0	2	1
379936	2	0	2	1
379937	0	11	2	0
379938	2	0	2	1
379939	0	13	2	0
379940	2	0	2	1
379941	12	0	12	1
379942	0	18	2	0
379943	7	0	7	1
379944	8	0	8	1
379945	1	1	2	0.5
379946	0	3	3	0
379947	0	6	2	0
379948	2	0	2	1
379949	2	0	2	1
379950	1	1	2	0.5
379951	0	2	2	0
379952	2	0	2	1
379953	2	0	2	1
379954	1	2	2	0.5
379955	0	14	3	0
379956	4	0	4	1
379957	0	3	2	0
379958	2	0	2	1
379959	2	0	2	1
379960	2	0	2	1
379961	2	0	2	1
379962	0	2	2	0
379963	2	0	2	1
379964	0	2	2	0
379965	3	0	3	1
379966	2	175	89	0.0224719101123595
379967	2	0	2	1
379968	2	0	2	1
379969	2	0	2	1
379970	0	20	18	0
379971	2	0	2	1
379972	5	0	5	1
379973	2	0	2	1
379974	3	0	3	1
379975	0	2	2	0
379976	2	0	2	1
379977	3	0	3	1
379978	2	0	2	1
379979	2	0	2	1
379980	0	3	2	0
379981	2	0	2	1
379982	4	0	4	1
379983	2	0	2	1
379984	3	0	3	1
379985	2	0	2	1
379986	2	0	2	1
379987	0	2	2	0
379988	2	0	2	1
379989	0	4	2	0
379990	3	0	3	1
379991	2	0	2	1
379992	1	6	3	0.333333333333333
379993	0	4	2	0
379994	2	0	2	1
379995	2	0	2	1
379996	2	0	2	1
379997	0	13	5	0
379998	2	0	2	1
379999	2	0	2	1
380000	3	0	3	1
380001	0	10	2	0
380002	0	5	2	0
380003	0	16	8	0
380004	0	2	2	0
380005	2	11	6	0.333333333333333
380006	0	4	4	0
380007	2	0	2	1
380008	2	0	2	1
380009	2	0	2	1
380010	3	0	3	1
380011	3	0	3	1
380012	1	8	4	0.25
380013	2	0	2	1
380014	2	0	2	1
380015	0	2	2	0
380016	2	0	2	1
380017	2	0	2	1
380018	2	0	2	1
380019	0	2	2	0
380020	2	0	2	1
380021	1	1	2	0.5
380022	0	30	3	0
380023	0	5	3	0
380024	1	2	3	0.333333333333333
380025	2	0	2	1
380026	2	0	2	1
380027	2	0	2	1
380028	2	0	2	1
380029	2	0	2	1
380030	6	0	6	1
380031	3	0	3	1
380032	0	3	3	0
380033	2	0	2	1
380034	0	3	3	0
380035	3	0	3	1
380036	3	0	3	1
380037	3	0	3	1
380038	8	0	8	1
380039	0	5	2	0
380040	2	0	2	1
380041	3	0	3	1
380042	0	6	2	0
380043	0	14	7	0
380044	4	0	4	1
380045	5	0	5	1
380046	2	0	2	1
380047	2	0	2	1
380048	0	2	2	0
380049	0	2	2	0
380050	0	6	2	0
380051	0	2	2	0
380052	0	4	2	0
380053	3	0	3	1
380054	2	0	2	1
380055	0	6	2	0
380056	0	3	2	0
380057	0	5	2	0
380058	2	0	2	1
380059	2	0	2	1
380060	0	2	2	0
380061	0	3	3	0
380062	0	3	2	0
380063	2	0	2	1
380064	1	3	3	0.333333333333333
380065	0	11	2	0
380066	3	0	3	1
380067	2	0	2	1
380068	0	6	2	0
380069	0	4	2	0
380070	0	2	2	0
380071	0	2	2	0
380072	3	0	3	1
380073	0	3	2	0
380074	7	0	7	1
380075	2	0	2	1
380076	0	2	2	0
380077	1	0	1	1
380078	0	4	3	0
380079	2	0	2	1
380080	2	0	2	1
380081	2	0	2	1
380082	2	0	2	1
380083	2	0	2	1
380084	0	3	2	0
380085	2	0	2	1
380086	0	2	2	0
380087	1	3	3	0.333333333333333
380088	0	2	2	0
380089	0	8	2	0
380090	2	0	2	1
380091	3	0	3	1
380092	2	0	2	1
380093	3	0	3	1
380094	2	0	2	1
380095	2	0	2	1
380096	0	3	3	0
380097	3	0	3	1
380098	4	0	4	1
380099	1	1	2	0.5
380100	2	0	2	1
380101	2	0	2	1
380102	2	0	2	1
380103	0	6	2	0
380104	0	16	4	0
380105	1	2	2	0.5
380106	4	0	4	1
380107	1	1	2	0.5
380108	3	0	3	1
380109	2	0	2	1
380110	2	0	2	1
380111	0	245	22	0
380112	2	0	2	1
380113	0	2	2	0
380114	0	4	4	0
380115	0	2	2	0
380116	0	3	3	0
380117	0	3	3	0
380118	2	0	2	1
380119	0	4	2	0
380120	0	4	2	0
380121	2	0	2	1
380122	2	0	2	1
380123	0	3	2	0
380124	2	0	2	1
380125	1	26	15	0.0666666666666667
380126	2	2	3	0.666666666666667
380127	0	7	3	0
380128	4	0	4	1
380129	0	2	2	0
380130	2	0	2	1
380131	0	2	2	0
380132	3	0	3	1
380133	0	12	4	0
380134	4	0	4	1
380135	0	6	2	0
380136	2	0	2	1
380137	2	0	2	1
380138	1	6	4	0.25
380139	4	0	4	1
380140	0	2	2	0
380141	2	0	2	1
380142	2	0	2	1
380143	3	0	3	1
380144	1	1	2	0.5
380145	2	0	2	1
380146	2	0	2	1
380147	1	5	3	0.333333333333333
380148	2	0	2	1
380149	2	0	2	1
380150	0	6	3	0
380151	2	0	2	1
380152	2	0	2	1
380153	2	0	2	1
380154	4	0	4	1
380155	2	0	2	1
380156	0	3	2	0
380157	1	16	7	0.142857142857143
380158	2	0	2	1
380159	2	0	2	1
380160	2	0	2	1
380161	2	0	2	1
380162	2	0	2	1
380163	2	0	2	1
380164	2	0	2	1
380165	0	3	3	0
380166	0	9	2	0
380167	0	2	2	0
380168	3	0	3	1
380169	2	0	2	1
380170	0	3	3	0
380171	4	0	4	1
380172	3	0	3	1
380173	4	0	4	1
380174	2	0	2	1
380175	0	2	2	0
380176	2	0	2	1
380177	2	0	2	1
380178	0	2	2	0
380179	0	9	2	0
380180	2	0	2	1
380181	2	0	2	1
380182	4	0	4	1
380183	1	11	3	0.333333333333333
380184	2	0	2	1
380185	0	4	4	0
380186	3	0	3	1
380187	0	6	2	0
380188	2	0	2	1
380189	11	0	11	1
380190	1	1	2	0.5
380191	2	0	2	1
380192	2	0	2	1
380193	1	2	2	0.5
380194	0	11	2	0
380195	2	0	2	1
380196	0	2	2	0
380197	5	0	5	1
380198	4	0	4	1
380199	2	0	2	1
380200	2	0	2	1
380201	2	0	2	1
380202	0	2	2	0
380203	0	2	2	0
380204	2	0	2	1
380205	3	0	3	1
380206	1	4	3	0.333333333333333
380207	3	0	3	1
380208	3	0	3	1
380209	2	0	2	1
380210	0	2	2	0
380211	2	0	2	1
380212	0	2	2	0
380213	2	0	2	1
380214	2	0	2	1
380215	2	0	2	1
380216	2	0	2	1
380217	0	4	4	0
380218	0	2	2	0
380219	0	4	2	0
380220	2	0	2	1
380221	0	4	2	0
380222	0	2	2	0
380223	5	0	5	1
380224	2	0	2	1
380225	3	0	3	1
380226	0	10	5	0
380227	0	4	4	0
380228	2	0	2	1
380229	2	0	2	1
380230	0	4	2	0
380231	0	4	2	0
380232	0	10	2	0
380233	0	4	2	0
380234	2	0	2	1
380235	0	8	2	0
380236	0	6	3	0
380237	2	0	2	1
380238	0	6	3	0
380239	0	2	2	0
380240	0	4	2	0
380241	2	0	2	1
380242	0	9	3	0
380243	4	0	4	1
380244	7	1	8	0.875
380245	2	0	2	1
380246	2	0	2	1
380247	4	0	4	1
380248	4	0	4	1
380249	0	7	4	0
380250	0	3	3	0
380251	0	2	2	0
380252	2	0	2	1
380253	2	0	2	1
380254	1	4	2	0.5
380255	1	1	2	0.5
380256	0	2	2	0
380257	3	0	3	1
380258	0	2	2	0
380259	0	5	2	0
380260	3	0	3	1
380261	2	0	2	1
380262	4	0	4	1
380263	3	0	3	1
380264	4	0	4	1
380265	4	0	4	1
380266	2	0	2	1
380267	2	0	2	1
380268	0	16	2	0
380269	2	0	2	1
380270	2	0	2	1
380271	2	0	2	1
380272	3	0	3	1
380273	2	0	2	1
380274	2	0	2	1
380275	2	0	2	1
380276	2	0	2	1
380277	4	0	4	1
380278	3	0	3	1
380279	1	1	2	0.5
380280	2	0	2	1
380281	2	0	2	1
380282	0	16	6	0
380283	2	0	2	1
380284	0	6	2	0
380285	2	0	2	1
380286	2	0	2	1
380287	1	5	2	0.5
380288	2	0	2	1
380289	2	0	2	1
380290	0	19	7	0
380291	2	0	2	1
380292	0	4	4	0
380293	0	2	2	0
380294	2	0	2	1
380295	0	4	2	0
380296	2	0	2	1
380297	2	0	2	1
380298	2	0	2	1
380299	4	0	4	1
380300	0	3	3	0
380301	0	2	2	0
380302	2	0	2	1
380303	0	8	4	0
380304	2	0	2	1
380305	2	0	2	1
380306	2	0	2	1
380307	2	3	3	0.666666666666667
380308	0	2	2	0
380309	0	2	2	0
380310	0	2	2	0
380311	5	0	5	1
380312	2	0	2	1
380313	3	0	3	1
380314	2	0	2	1
380315	2	0	2	1
380316	2	0	2	1
380317	2	0	2	1
380318	6	0	6	1
380319	0	68	35	0
380320	0	14	3	0
380321	2	0	2	1
380322	2	0	2	1
380323	2	0	2	1
380324	0	8	2	0
380325	13	0	13	1
380326	3	0	3	1
380327	2	0	2	1
380328	2	0	2	1
380329	5	0	5	1
380330	0	8	8	0
380331	2	0	2	1
380332	0	7	2	0
380333	2	0	2	1
380334	2	0	2	1
380335	2	0	2	1
380336	2	0	2	1
380337	1	1	2	0.5
380338	0	6	3	0
380339	4	0	4	1
380340	2	0	2	1
380341	2	0	2	1
380342	0	2	2	0
380343	2	0	2	1
380344	3	0	3	1
380345	0	2	2	0
380346	4	0	4	1
380347	3	0	3	1
380348	3	0	3	1
380349	2	0	2	1
380350	0	9	2	0
380351	2	0	2	1
380352	0	4	2	0
380353	2	0	2	1
380354	2	0	2	1
380355	2	0	2	1
380356	0	8	2	0
380357	4	0	4	1
380358	2	0	2	1
380359	10	0	10	1
380360	0	8	4	0
380361	0	2	2	0
380362	2	0	2	1
380363	1	1	2	0.5
380364	1	0	1	1
380365	0	2	2	0
380366	3	0	3	1
380367	0	15	4	0
380368	2	0	2	1
380369	2	0	2	1
380370	3	0	3	1
380371	0	4	2	0
380372	2	0	2	1
380373	2	0	2	1
380374	2	0	2	1
380375	2	0	2	1
380376	0	12	3	0
380377	2	0	2	1
380378	2	0	2	1
380379	1	3	2	0.5
380380	2	0	2	1
380381	0	4	2	0
380382	3	0	3	1
380383	2	0	2	1
380384	3	0	3	1
380385	0	6	2	0
380386	1	2	2	0.5
380387	0	24	12	0
380388	5	0	5	1
380389	2	0	2	1
380390	5	0	5	1
380391	3	0	3	1
380392	2	0	2	1
380393	4	0	4	1
380394	0	2	2	0
380395	2	0	2	1
380396	0	2	2	0
380397	2	0	2	1
380398	0	10	5	0
380399	2	0	2	1
380400	0	9	3	0
380401	0	11	3	0
380402	4	0	4	1
380403	0	4	4	0
380404	2	0	2	1
380405	0	3	2	0
380406	0	9	3	0
380407	3	0	3	1
380408	1	3	4	0.25
380409	2	0	2	1
380410	0	2	2	0
380411	0	2	2	0
380412	2	0	2	1
380413	2	0	2	1
380414	2	0	2	1
380415	2	0	2	1
380416	1	2	3	0.333333333333333
380417	0	4	2	0
380418	2	0	2	1
380419	2	0	2	1
380420	0	6	2	0
380421	2	0	2	1
380422	3	2	5	0.6
380423	3	0	3	1
380424	0	2	2	0
380425	2	0	2	1
380426	2	0	2	1
380427	1	1	2	0.5
380428	0	2	2	0
380429	0	2	2	0
380430	2	0	2	1
380431	0	5	4	0
380432	0	2	2	0
380433	1	4	4	0.25
380434	0	3	2	0
380435	3	0	3	1
380436	2	0	2	1
380437	10	0	10	1
380438	1	4	3	0.333333333333333
380439	0	6	2	0
380440	2	0	2	1
380441	0	9	3	0
380442	0	2	2	0
380443	6	0	6	1
380444	0	4	4	0
380445	2	0	2	1
380446	2	0	2	1
380447	0	8	4	0
380448	2	0	2	1
380449	2	0	2	1
380450	0	11	5	0
380451	0	6	3	0
380452	0	2	2	0
380453	0	15	3	0
380454	0	4	4	0
380455	0	3	3	0
380456	1	1	2	0.5
380457	0	2	2	0
380458	1	1	2	0.5
380459	0	2	2	0
380460	2	0	2	1
380461	5	0	5	1
380462	2	0	2	1
380463	2	0	2	1
380464	2	0	2	1
380465	2	0	2	1
380466	0	2	2	0
380467	3	0	3	1
380468	4	0	4	1
380469	1	4	3	0.333333333333333
380470	0	12	2	0
380471	5	0	5	1
380472	0	8	2	0
380473	2	0	2	1
380474	3	0	3	1
380475	3	0	3	1
380476	3	0	3	1
380477	0	3	3	0
380478	0	3	2	0
380479	0	4	2	0
380480	2	0	2	1
380481	2	0	2	1
380482	2	0	2	1
380483	1	1	2	0.5
380484	0	4	2	0
380485	0	18	6	0
380486	0	6	3	0
380487	0	4	3	0
380488	1	1	2	0.5
380489	2	0	2	1
380490	4	0	4	1
380491	1	1	2	0.5
380492	1	1	2	0.5
380493	2	0	2	1
380494	8	0	8	1
380495	3	0	3	1
380496	0	2	2	0
380497	2	0	2	1
380498	2	0	2	1
380499	5	0	5	1
380500	2	0	2	1
380501	2	0	2	1
380502	2	0	2	1
380503	0	3	3	0
380504	2	0	2	1
380505	0	45	8	0
380506	1	1	2	0.5
380507	4	0	4	1
380508	0	10	2	0
380509	3	0	3	1
380510	2	0	2	1
380511	3	0	3	1
380512	0	3	2	0
380513	2	0	2	1
380514	11	0	11	1
380515	1	1	2	0.5
380516	0	6	3	0
380517	3	0	3	1
380518	1	73	23	0.0434782608695652
380519	0	2	2	0
380520	0	2	2	0
380521	5	0	5	1
380522	0	2	2	0
380523	2	0	2	1
380524	3	0	3	1
380525	1	1	2	0.5
380526	5	1	6	0.833333333333333
380527	2	0	2	1
380528	0	6	2	0
380529	0	4	2	0
380530	2	1345	227	0.00881057268722467
380531	0	9	3	0
380532	2	0	2	1
380533	0	69	15	0
380534	2	0	2	1
380535	0	4	4	0
380536	3	0	3	1
380537	2	0	2	1
380538	2	0	2	1
380539	0	3	2	0
380540	2	0	2	1
380541	1	1	2	0.5
380542	2	0	2	1
380543	2	0	2	1
380544	2	0	2	1
380545	2	0	2	1
380546	3	0	3	1
380547	2	0	2	1
380548	0	5	2	0
380549	0	3	3	0
380550	0	5	2	0
380551	0	2	2	0
380552	2	0	2	1
380553	0	6	2	0
380554	0	8	2	0
380555	2	0	2	1
380556	2	0	2	1
380557	0	9	3	0
380558	0	19	3	0
380559	3	0	3	1
380560	0	1	1	0
380561	0	3	2	0
380562	0	12	2	0
380563	0	4	2	0
380564	1	2	3	0.333333333333333
380565	1	2	2	0.5
380566	0	9	2	0
380567	1	8	5	0.2
380568	3	0	3	1
380569	0	6	2	0
380570	3	0	3	1
380571	0	2	2	0
380572	3	0	3	1
380573	1	11	4	0.25
380574	2	0	2	1
380575	4	0	4	1
380576	0	2	2	0
380577	2	0	2	1
380578	3	0	3	1
380579	3	0	3	1
380580	2	2	3	0.666666666666667
380581	2	0	2	1
380582	2	0	2	1
380583	0	4	2	0
380584	4	0	4	1
380585	2	0	2	1
380586	4	0	4	1
380587	2	0	2	1
380588	3	0	3	1
380589	2	0	2	1
380590	2	0	2	1
380591	3	0	3	1
380592	2	0	2	1
380593	0	6	2	0
380594	4	0	4	1
380595	3	0	3	1
380596	4	0	4	1
380597	1	1	2	0.5
380598	1	1	2	0.5
380599	2	0	2	1
380600	2	0	2	1
380601	0	6	2	0
380602	4	0	4	1
380603	6	0	6	1
380604	3	0	3	1
380605	0	12	4	0
380606	2	0	2	1
380607	3	0	3	1
380608	0	6	3	0
380609	0	6	2	0
380610	0	3	3	0
380611	3	0	3	1
380612	2	0	2	1
380613	0	10	6	0
380614	2	0	2	1
380615	2	0	2	1
380616	2	0	2	1
380617	0	23	3	0
380618	2	0	2	1
380619	0	7	2	0
380620	3	0	3	1
380621	2	0	2	1
380622	2	0	2	1
380623	0	2	2	0
380624	2	0	2	1
380625	0	5	4	0
380626	1	2	2	0.5
380627	2	0	2	1
380628	0	14	2	0
380629	2	0	2	1
380630	3	0	3	1
380631	1	2	3	0.333333333333333
380632	0	3	3	0
380633	2	0	2	1
380634	2	0	2	1
380635	6	0	6	1
380636	4	0	4	1
380637	2	0	2	1
380638	2	0	2	1
380639	2	0	2	1
380640	0	3	3	0
380641	0	4	2	0
380642	0	2	2	0
380643	0	10	2	0
380644	0	2	2	0
380645	4	0	4	1
380646	0	3	3	0
380647	2	0	2	1
380648	2	0	2	1
380649	2	0	2	1
380650	3	1	4	0.75
380651	0	3	3	0
380652	2	0	2	1
380653	2	0	2	1
380654	2	0	2	1
380655	1	11	12	0.0833333333333333
380656	7	0	7	1
380657	0	4	2	0
380658	2	0	2	1
380659	0	2	2	0
380660	2	0	2	1
380661	0	14	7	0
380662	2	0	2	1
380663	2	0	2	1
380664	2	0	2	1
380665	0	2	2	0
380666	0	6	3	0
380667	1	0	1	1
380668	3	0	3	1
380669	3	0	3	1
380670	0	13	13	0
380671	0	6	3	0
380672	2	0	2	1
380673	4	0	4	1
380674	3	0	3	1
380675	4	0	4	1
380676	2	0	2	1
380677	2	0	2	1
380678	2	3	5	0.4
380679	2	0	2	1
380680	1	1	2	0.5
380681	2	0	2	1
380682	0	8	2	0
380683	0	2	2	0
380684	3	0	3	1
380685	0	2	2	0
380686	3	0	3	1
380687	0	20	3	0
380688	1	2	2	0.5
380689	0	31	3	0
380690	1	1	2	0.5
